ID,type
DR4_3_STRIPE82-0021_0020268,0.0
DR4_3_STRIPE82-0021_0021348,0.0
DR4_3_STRIPE82-0021_0021565,0.0
DR4_3_STRIPE82-0021_0021733,0.0
DR4_3_STRIPE82-0021_0021833,0.0
DR4_3_STRIPE82-0021_0021862,0.0
DR4_3_STRIPE82-0021_0022088,0.0
DR4_3_STRIPE82-0021_0022103,0.0
DR4_3_STRIPE82-0021_0022302,0.0
DR4_3_STRIPE82-0021_0022490,0.0
DR4_3_STRIPE82-0021_0022600,0.0
DR4_3_STRIPE82-0021_0023142,0.0
DR4_3_STRIPE82-0021_0023248,0.0
DR4_3_STRIPE82-0021_0023684,0.0
DR4_3_STRIPE82-0021_0023747,0.0
DR4_3_STRIPE82-0021_0023844,0.0
DR4_3_STRIPE82-0021_0024532,0.0
DR4_3_STRIPE82-0021_0024562,0.0
DR4_3_STRIPE82-0021_0024845,0.0
DR4_3_STRIPE82-0021_0025729,0.0
DR4_3_STRIPE82-0021_0026005,0.0
DR4_3_STRIPE82-0021_0026659,0.0
DR4_3_STRIPE82-0021_0027154,0.0
DR4_3_STRIPE82-0021_0027418,0.0
DR4_3_STRIPE82-0021_0028103,0.0
DR4_3_STRIPE82-0021_0028807,0.0
DR4_3_STRIPE82-0021_0028819,0.0
DR4_3_STRIPE82-0021_0028902,0.0
DR4_3_STRIPE82-0021_0028973,0.0
DR4_3_STRIPE82-0021_0029011,0.0
DR4_3_STRIPE82-0021_0030191,0.0
DR4_3_STRIPE82-0021_0030368,0.0
DR4_3_STRIPE82-0021_0030606,0.0
DR4_3_STRIPE82-0021_0030692,0.0
DR4_3_STRIPE82-0021_0031102,0.0
DR4_3_STRIPE82-0021_0032603,0.0
DR4_3_STRIPE82-0021_0032706,0.0
DR4_3_STRIPE82-0021_0032832,0.0
DR4_3_STRIPE82-0021_0033317,0.0
DR4_3_STRIPE82-0021_0033478,0.0
DR4_3_STRIPE82-0021_0033845,0.0
DR4_3_STRIPE82-0021_0034313,0.0
DR4_3_STRIPE82-0021_0035009,0.0
DR4_3_STRIPE82-0021_0035564,0.0
DR4_3_STRIPE82-0021_0035568,0.0
DR4_3_STRIPE82-0021_0035917,0.0
DR4_3_STRIPE82-0021_0037842,0.0
DR4_3_STRIPE82-0021_0038617,0.0
DR4_3_STRIPE82-0021_0038766,0.0
DR4_3_STRIPE82-0021_0039857,0.0
DR4_3_STRIPE82-0021_0040339,0.0
DR4_3_STRIPE82-0021_0040601,0.0
DR4_3_STRIPE82-0021_0040917,0.0
DR4_3_STRIPE82-0021_0041520,0.0
DR4_3_STRIPE82-0021_0041789,0.0
DR4_3_STRIPE82-0021_0042016,0.0
DR4_3_STRIPE82-0021_0042022,0.0
DR4_3_STRIPE82-0021_0042968,0.0
DR4_3_STRIPE82-0021_0043159,0.0
DR4_3_STRIPE82-0021_0043257,0.0
DR4_3_STRIPE82-0021_0043882,0.0
DR4_3_STRIPE82-0021_0044396,0.0
DR4_3_STRIPE82-0021_0044407,0.0
DR4_3_STRIPE82-0021_0044589,0.0
DR4_3_STRIPE82-0021_0045030,0.0
DR4_3_STRIPE82-0021_0045304,0.0
DR4_3_STRIPE82-0021_0045707,0.0
DR4_3_STRIPE82-0021_0046597,0.0
DR4_3_STRIPE82-0021_0046959,0.0
DR4_3_STRIPE82-0021_0047499,0.0
DR4_3_STRIPE82-0021_0047531,0.0
DR4_3_STRIPE82-0021_0047721,0.0
DR4_3_STRIPE82-0021_0048577,0.0
DR4_3_STRIPE82-0021_0048969,0.0
DR4_3_STRIPE82-0021_0049348,0.0
DR4_3_STRIPE82-0022_0001220,0.0
DR4_3_STRIPE82-0022_0001409,0.0
DR4_3_STRIPE82-0022_0002436,0.0
DR4_3_STRIPE82-0022_0002470,0.0
DR4_3_STRIPE82-0022_0002471,0.0
DR4_3_STRIPE82-0022_0002851,0.0
DR4_3_STRIPE82-0022_0003145,0.0
DR4_3_STRIPE82-0022_0004557,0.0
DR4_3_STRIPE82-0022_0005930,0.0
DR4_3_STRIPE82-0022_0006062,0.0
DR4_3_STRIPE82-0022_0006665,0.0
DR4_3_STRIPE82-0022_0007205,0.0
DR4_3_STRIPE82-0023_0013290,0.0
DR4_3_STRIPE82-0023_0018960,0.0
DR4_3_STRIPE82-0023_0036436,0.0
DR4_3_STRIPE82-0023_0037110,0.0
DR4_3_STRIPE82-0023_0038953,0.0
DR4_3_STRIPE82-0022_0002767,0.0
DR4_3_STRIPE82-0022_0002654,0.0
DR4_3_STRIPE82-0022_0003292,0.0
DR4_3_STRIPE82-0021_0019188,0.0
DR4_3_STRIPE82-0021_0008815,0.0
DR4_3_STRIPE82-0019_0020610,1.0
DR4_3_STRIPE82-0021_0006200,1.0
DR4_3_STRIPE82-0021_0011708,1.0
DR4_3_STRIPE82-0021_0012076,1.0
DR4_3_STRIPE82-0021_0016813,1.0
DR4_3_STRIPE82-0021_0043620,1.0
DR4_3_STRIPE82-0021_0043260,1.0
DR4_3_STRIPE82-0021_0041911,1.0
DR4_3_STRIPE82-0021_0042361,1.0
DR4_3_STRIPE82-0021_0042538,1.0
DR4_3_STRIPE82-0021_0018438,1.0
DR4_3_STRIPE82-0021_0020883,1.0
DR4_3_STRIPE82-0027_0036405,0.0
DR4_3_STRIPE82-0027_0040486,0.0
DR4_3_STRIPE82-0027_0040861,0.0
DR4_3_STRIPE82-0027_0041193,0.0
DR4_3_STRIPE82-0027_0043128,0.0
DR4_3_STRIPE82-0027_0044100,0.0
DR4_3_STRIPE82-0027_0044840,0.0
DR4_3_STRIPE82-0027_0045048,0.0
DR4_3_STRIPE82-0027_0045472,0.0
DR4_3_STRIPE82-0028_0001477,0.0
DR4_3_STRIPE82-0028_0001779,0.0
DR4_3_STRIPE82-0028_0001854,0.0
DR4_3_STRIPE82-0028_0002129,0.0
DR4_3_STRIPE82-0028_0002203,0.0
DR4_3_STRIPE82-0028_0002293,0.0
DR4_3_STRIPE82-0028_0002496,0.0
DR4_3_STRIPE82-0028_0002769,0.0
DR4_3_STRIPE82-0028_0003430,0.0
DR4_3_STRIPE82-0028_0003514,0.0
DR4_3_STRIPE82-0028_0003557,0.0
DR4_3_STRIPE82-0028_0004309,0.0
DR4_3_STRIPE82-0028_0004450,0.0
DR4_3_STRIPE82-0028_0004810,0.0
DR4_3_STRIPE82-0028_0004828,0.0
DR4_3_STRIPE82-0028_0004910,0.0
DR4_3_STRIPE82-0028_0005047,0.0
DR4_3_STRIPE82-0028_0005290,0.0
DR4_3_STRIPE82-0028_0005855,0.0
DR4_3_STRIPE82-0028_0005911,0.0
DR4_3_STRIPE82-0028_0005939,0.0
DR4_3_STRIPE82-0028_0006086,0.0
DR4_3_STRIPE82-0028_0006223,0.0
DR4_3_STRIPE82-0028_0006257,0.0
DR4_3_STRIPE82-0028_0006269,0.0
DR4_3_STRIPE82-0028_0006309,0.0
DR4_3_STRIPE82-0028_0006392,0.0
DR4_3_STRIPE82-0028_0006491,0.0
DR4_3_STRIPE82-0028_0006621,0.0
DR4_3_STRIPE82-0028_0007048,0.0
DR4_3_STRIPE82-0028_0007165,0.0
DR4_3_STRIPE82-0028_0007506,0.0
DR4_3_STRIPE82-0028_0007626,0.0
DR4_3_STRIPE82-0028_0007721,0.0
DR4_3_STRIPE82-0028_0007737,0.0
DR4_3_STRIPE82-0028_0008048,0.0
DR4_3_STRIPE82-0028_0008070,0.0
DR4_3_STRIPE82-0028_0008172,0.0
DR4_3_STRIPE82-0028_0008183,0.0
DR4_3_STRIPE82-0028_0008296,0.0
DR4_3_STRIPE82-0028_0008391,0.0
DR4_3_STRIPE82-0028_0008451,0.0
DR4_3_STRIPE82-0028_0008557,0.0
DR4_3_STRIPE82-0028_0008629,0.0
DR4_3_STRIPE82-0028_0008643,0.0
DR4_3_STRIPE82-0028_0008735,0.0
DR4_3_STRIPE82-0028_0009203,0.0
DR4_3_STRIPE82-0028_0009333,0.0
DR4_3_STRIPE82-0028_0010118,0.0
DR4_3_STRIPE82-0028_0010422,0.0
DR4_3_STRIPE82-0028_0010719,0.0
DR4_3_STRIPE82-0028_0010895,0.0
DR4_3_STRIPE82-0028_0010976,0.0
DR4_3_STRIPE82-0028_0011070,0.0
DR4_3_STRIPE82-0028_0011132,0.0
DR4_3_STRIPE82-0028_0011405,0.0
DR4_3_STRIPE82-0028_0011472,0.0
DR4_3_STRIPE82-0028_0011548,0.0
DR4_3_STRIPE82-0028_0011905,0.0
DR4_3_STRIPE82-0028_0012749,0.0
DR4_3_STRIPE82-0028_0012807,0.0
DR4_3_STRIPE82-0028_0013007,0.0
DR4_3_STRIPE82-0028_0013193,0.0
DR4_3_STRIPE82-0028_0013226,0.0
DR4_3_STRIPE82-0028_0013284,0.0
DR4_3_STRIPE82-0028_0013394,0.0
DR4_3_STRIPE82-0028_0013942,0.0
DR4_3_STRIPE82-0028_0013993,0.0
DR4_3_STRIPE82-0028_0014285,0.0
DR4_3_STRIPE82-0028_0014357,0.0
DR4_3_STRIPE82-0028_0014437,0.0
DR4_3_STRIPE82-0028_0014684,0.0
DR4_3_STRIPE82-0028_0014857,0.0
DR4_3_STRIPE82-0028_0014926,0.0
DR4_3_STRIPE82-0028_0015376,0.0
DR4_3_STRIPE82-0028_0015469,0.0
DR4_3_STRIPE82-0028_0015717,0.0
DR4_3_STRIPE82-0028_0016601,0.0
DR4_3_STRIPE82-0028_0016692,0.0
DR4_3_STRIPE82-0028_0017086,0.0
DR4_3_STRIPE82-0028_0018005,0.0
DR4_3_STRIPE82-0028_0018488,0.0
DR4_3_STRIPE82-0028_0018656,0.0
DR4_3_STRIPE82-0028_0018930,0.0
DR4_3_STRIPE82-0028_0019007,0.0
DR4_3_STRIPE82-0028_0019536,0.0
DR4_3_STRIPE82-0028_0019802,0.0
DR4_3_STRIPE82-0028_0019833,0.0
DR4_3_STRIPE82-0028_0019890,0.0
DR4_3_STRIPE82-0028_0024754,0.0
DR4_3_STRIPE82-0028_0025519,0.0
DR4_3_STRIPE82-0028_0026562,0.0
DR4_3_STRIPE82-0028_0027534,0.0
DR4_3_STRIPE82-0030_0002158,0.0
DR4_3_STRIPE82-0030_0005106,0.0
DR4_3_STRIPE82-0030_0019790,0.0
DR4_3_STRIPE82-0030_0020577,0.0
DR4_3_STRIPE82-0030_0023375,0.0
DR4_3_STRIPE82-0030_0028993,0.0
DR4_3_STRIPE82-0030_0029821,0.0
DR4_3_STRIPE82-0028_0007084,0.0
DR4_3_STRIPE82-0028_0006405,0.0
DR4_3_STRIPE82-0028_0006599,0.0
DR4_3_STRIPE82-0028_0006609,0.0
DR4_3_STRIPE82-0028_0005383,0.0
DR4_3_STRIPE82-0028_0004366,0.0
DR4_3_STRIPE82-0028_0004871,0.0
DR4_3_STRIPE82-0028_0005358,0.0
DR4_3_STRIPE82-0028_0009114,0.0
DR4_3_STRIPE82-0028_0009844,1.0
DR4_3_STRIPE82-0028_0010002,1.0
DR4_3_STRIPE82-0028_0010867,1.0
DR4_3_STRIPE82-0028_0021673,1.0
DR4_3_STRIPE82-0027_0042814,1.0
DR4_3_STRIPE82-0027_0043328,1.0
DR4_3_STRIPE82-0028_0006900,1.0
DR4_3_STRIPE82-0028_0007287,1.0
DR4_3_STRIPE82-0028_0009120,1.0
DR4_3_STRIPE82-0028_0009274,1.0
DR4_3_STRIPE82-0028_0007782,1.0
DR4_3_STRIPE82-0028_0009958,1.0
DR4_3_STRIPE82-0073_0018866,1.0
DR4_3_STRIPE82-0073_0030113,1.0
DR4_3_STRIPE82-0073_0014377,0.0
DR4_3_STRIPE82-0073_0014548,0.0
DR4_3_STRIPE82-0073_0014860,0.0
DR4_3_STRIPE82-0073_0018291,0.0
DR4_3_STRIPE82-0073_0018680,0.0
DR4_3_STRIPE82-0073_0020191,0.0
DR4_3_STRIPE82-0073_0020881,0.0
DR4_3_STRIPE82-0073_0021318,0.0
DR4_3_STRIPE82-0073_0021671,0.0
DR4_3_STRIPE82-0073_0021886,0.0
DR4_3_STRIPE82-0073_0022058,0.0
DR4_3_STRIPE82-0073_0022283,0.0
DR4_3_STRIPE82-0073_0022324,0.0
DR4_3_STRIPE82-0073_0022442,0.0
DR4_3_STRIPE82-0073_0022742,0.0
DR4_3_STRIPE82-0073_0022901,0.0
DR4_3_STRIPE82-0073_0023427,0.0
DR4_3_STRIPE82-0073_0023556,0.0
DR4_3_STRIPE82-0073_0023655,0.0
DR4_3_STRIPE82-0073_0023867,0.0
DR4_3_STRIPE82-0073_0024111,0.0
DR4_3_STRIPE82-0073_0024491,0.0
DR4_3_STRIPE82-0073_0024517,0.0
DR4_3_STRIPE82-0073_0024762,0.0
DR4_3_STRIPE82-0073_0025212,0.0
DR4_3_STRIPE82-0073_0025653,0.0
DR4_3_STRIPE82-0073_0026492,0.0
DR4_3_STRIPE82-0073_0027030,0.0
DR4_3_STRIPE82-0073_0027296,0.0
DR4_3_STRIPE82-0073_0027369,0.0
DR4_3_STRIPE82-0073_0027485,0.0
DR4_3_STRIPE82-0073_0027998,0.0
DR4_3_STRIPE82-0073_0028500,0.0
DR4_3_STRIPE82-0073_0029068,0.0
DR4_3_STRIPE82-0073_0029626,0.0
DR4_3_STRIPE82-0073_0029942,0.0
DR4_3_STRIPE82-0073_0031561,0.0
DR4_3_STRIPE82-0073_0032587,0.0
DR4_3_STRIPE82-0073_0035028,0.0
DR4_3_STRIPE82-0073_0035079,0.0
DR4_3_STRIPE82-0073_0038934,0.0
DR4_3_STRIPE82-0073_0039893,0.0
DR4_3_STRIPE82-0074_0000385,0.0
DR4_3_STRIPE82-0074_0002393,0.0
DR4_3_STRIPE82-0074_0003571,0.0
DR4_3_STRIPE82-0075_0016111,0.0
DR4_3_STRIPE82-0075_0021187,0.0
DR4_3_STRIPE82-0075_0023961,0.0
DR4_3_STRIPE82-0073_0016804,0.0
DR4_3_STRIPE82-0073_0016917,0.0
DR4_3_STRIPE82-0073_0019331,0.0
DR4_3_STRIPE82-0073_0025843,0.0
DR4_3_STRIPE82-0073_0009354,1.0
DR4_3_STRIPE82-0073_0012957,1.0
DR4_3_STRIPE82-0073_0020817,1.0
DR4_3_STRIPE82-0073_0022256,1.0
DR4_3_STRIPE82-0073_0028037,1.0
DR4_3_STRIPE82-0073_0030470,1.0
DR4_3_STRIPE82-0011_0032853,1.0
DR4_3_STRIPE82-0011_0023038,0.0
DR4_3_STRIPE82-0011_0026068,0.0
DR4_3_STRIPE82-0011_0026293,0.0
DR4_3_STRIPE82-0011_0027540,0.0
DR4_3_STRIPE82-0011_0027550,0.0
DR4_3_STRIPE82-0011_0028203,0.0
DR4_3_STRIPE82-0011_0028831,0.0
DR4_3_STRIPE82-0011_0029161,0.0
DR4_3_STRIPE82-0011_0030166,0.0
DR4_3_STRIPE82-0011_0032529,0.0
DR4_3_STRIPE82-0011_0032563,0.0
DR4_3_STRIPE82-0011_0032911,0.0
DR4_3_STRIPE82-0011_0033911,0.0
DR4_3_STRIPE82-0011_0034405,0.0
DR4_3_STRIPE82-0011_0034839,0.0
DR4_3_STRIPE82-0011_0034947,0.0
DR4_3_STRIPE82-0011_0035493,0.0
DR4_3_STRIPE82-0011_0035558,0.0
DR4_3_STRIPE82-0011_0035584,0.0
DR4_3_STRIPE82-0011_0035791,0.0
DR4_3_STRIPE82-0011_0035989,0.0
DR4_3_STRIPE82-0011_0036246,0.0
DR4_3_STRIPE82-0011_0036908,0.0
DR4_3_STRIPE82-0011_0037147,0.0
DR4_3_STRIPE82-0011_0037436,0.0
DR4_3_STRIPE82-0011_0037796,0.0
DR4_3_STRIPE82-0011_0037865,0.0
DR4_3_STRIPE82-0011_0038069,0.0
DR4_3_STRIPE82-0011_0038149,0.0
DR4_3_STRIPE82-0011_0038612,0.0
DR4_3_STRIPE82-0011_0038668,0.0
DR4_3_STRIPE82-0011_0038879,0.0
DR4_3_STRIPE82-0011_0039031,0.0
DR4_3_STRIPE82-0011_0039583,0.0
DR4_3_STRIPE82-0011_0041693,0.0
DR4_3_STRIPE82-0011_0042406,0.0
DR4_3_STRIPE82-0011_0042507,0.0
DR4_3_STRIPE82-0011_0042674,0.0
DR4_3_STRIPE82-0011_0043110,0.0
DR4_3_STRIPE82-0011_0043507,0.0
DR4_3_STRIPE82-0012_0001608,0.0
DR4_3_STRIPE82-0012_0002188,0.0
DR4_3_STRIPE82-0012_0004462,0.0
DR4_3_STRIPE82-0012_0005184,0.0
DR4_3_STRIPE82-0012_0005819,0.0
DR4_3_STRIPE82-0011_0036875,0.0
DR4_3_STRIPE82-0011_0038127,0.0
DR4_3_STRIPE82-0011_0038139,0.0
DR4_3_STRIPE82-0011_0034690,0.0
DR4_3_STRIPE82-0011_0036099,0.0
DR4_3_STRIPE82-0011_0036512,0.0
DR4_3_STRIPE82-0011_0032828,1.0
DR4_3_STRIPE82-0011_0032939,1.0
DR4_3_STRIPE82-0011_0039569,1.0
DR4_3_STRIPE82-0011_0041010,1.0
DR4_3_STRIPE82-0011_0041220,1.0
DR4_3_STRIPE82-0012_0000952,1.0
DR4_3_STRIPE82-0012_0005952,1.0
DR4_3_STRIPE82-0059_0020843,0.0
DR4_3_STRIPE82-0059_0028761,0.0
DR4_3_STRIPE82-0059_0022956,0.0
DR4_3_STRIPE82-0059_0029820,0.0
DR4_3_STRIPE82-0059_0030506,0.0
DR4_3_STRIPE82-0059_0030550,0.0
DR4_3_STRIPE82-0059_0030932,0.0
DR4_3_STRIPE82-0059_0031019,0.0
DR4_3_STRIPE82-0059_0031320,0.0
DR4_3_STRIPE82-0059_0032578,0.0
DR4_3_STRIPE82-0059_0033774,0.0
DR4_3_STRIPE82-0059_0035744,0.0
DR4_3_STRIPE82-0059_0040040,0.0
DR4_3_STRIPE82-0059_0040788,0.0
DR4_3_STRIPE82-0059_0042882,0.0
DR4_3_STRIPE82-0061_0025508,0.0
DR4_3_STRIPE82-0061_0025616,0.0
DR4_3_STRIPE82-0061_0032933,0.0
DR4_3_STRIPE82-0061_0035238,0.0
DR4_3_STRIPE82-0061_0035239,0.0
DR4_3_STRIPE82-0061_0038289,0.0
DR4_3_STRIPE82-0061_0041569,0.0
DR4_3_STRIPE82-0061_0049707,0.0
DR4_3_STRIPE82-0059_0032436,0.0
DR4_3_STRIPE82-0059_0032851,0.0
DR4_3_STRIPE82-0059_0027875,0.0
DR4_3_STRIPE82-0059_0021512,1.0
DR4_3_STRIPE82-0059_0026491,1.0
DR4_3_STRIPE82-0059_0034489,1.0
DR4_3_STRIPE82-0061_0045269,1.0
DR4_3_STRIPE82-0059_0034858,1.0
DR4_3_STRIPE82-0059_0028963,1.0
DR4_3_STRIPE82-0059_0029151,1.0
DR4_3_STRIPE82-0023_0011755,0.0
DR4_3_STRIPE82-0023_0012493,0.0
DR4_3_STRIPE82-0023_0013502,0.0
DR4_3_STRIPE82-0023_0013541,0.0
DR4_3_STRIPE82-0023_0016101,0.0
DR4_3_STRIPE82-0023_0016573,0.0
DR4_3_STRIPE82-0023_0016865,0.0
DR4_3_STRIPE82-0025_0012607,0.0
DR4_3_STRIPE82-0025_0014889,0.0
DR4_3_STRIPE82-0025_0015898,0.0
DR4_3_STRIPE82-0025_0017413,0.0
DR4_3_STRIPE82-0025_0017414,0.0
DR4_3_STRIPE82-0025_0017557,0.0
DR4_3_STRIPE82-0025_0018096,0.0
DR4_3_STRIPE82-0025_0019109,0.0
DR4_3_STRIPE82-0025_0020368,0.0
DR4_3_STRIPE82-0025_0020492,0.0
DR4_3_STRIPE82-0025_0020996,0.0
DR4_3_STRIPE82-0025_0021384,0.0
DR4_3_STRIPE82-0025_0022155,0.0
DR4_3_STRIPE82-0025_0022673,0.0
DR4_3_STRIPE82-0025_0026705,0.0
DR4_3_STRIPE82-0025_0027087,0.0
DR4_3_STRIPE82-0023_0016111,0.0
DR4_3_STRIPE82-0023_0016610,0.0
DR4_3_STRIPE82-0025_0021581,0.0
DR4_3_STRIPE82-0025_0021810,0.0
DR4_3_STRIPE82-0023_0011709,1.0
DR4_3_STRIPE82-0023_0015396,1.0
DR4_3_STRIPE82-0023_0015478,1.0
DR4_3_STRIPE82-0025_0015832,1.0
DR4_3_STRIPE82-0025_0017350,1.0
DR4_3_STRIPE82-0025_0019858,1.0
DR4_3_STRIPE82-0023_0016353,1.0
DR4_3_STRIPE82-0025_0023577,1.0
DR4_3_STRIPE82-0009_0036071,1.0
DR4_3_STRIPE82-0009_0038904,1.0
DR4_3_STRIPE82-0009_0008381,0.0
DR4_3_STRIPE82-0009_0011625,0.0
DR4_3_STRIPE82-0009_0013238,0.0
DR4_3_STRIPE82-0009_0013723,0.0
DR4_3_STRIPE82-0009_0014387,0.0
DR4_3_STRIPE82-0009_0015090,0.0
DR4_3_STRIPE82-0009_0015338,0.0
DR4_3_STRIPE82-0009_0015371,0.0
DR4_3_STRIPE82-0009_0015850,0.0
DR4_3_STRIPE82-0009_0015870,0.0
DR4_3_STRIPE82-0009_0016262,0.0
DR4_3_STRIPE82-0009_0016455,0.0
DR4_3_STRIPE82-0009_0016517,0.0
DR4_3_STRIPE82-0009_0016644,0.0
DR4_3_STRIPE82-0009_0017362,0.0
DR4_3_STRIPE82-0009_0017499,0.0
DR4_3_STRIPE82-0009_0020922,0.0
DR4_3_STRIPE82-0009_0021857,0.0
DR4_3_STRIPE82-0009_0022094,0.0
DR4_3_STRIPE82-0009_0023270,0.0
DR4_3_STRIPE82-0009_0023804,0.0
DR4_3_STRIPE82-0009_0023905,0.0
DR4_3_STRIPE82-0009_0024243,0.0
DR4_3_STRIPE82-0009_0024586,0.0
DR4_3_STRIPE82-0009_0026015,0.0
DR4_3_STRIPE82-0009_0028077,0.0
DR4_3_STRIPE82-0009_0029085,0.0
DR4_3_STRIPE82-0009_0040578,0.0
DR4_3_STRIPE82-0009_0025170,1.0
DR4_3_STRIPE82-0009_0024426,1.0
DR4_3_STRIPE82-0009_0025757,1.0
DR4_3_STRIPE82-0009_0037583,1.0
DR4_3_STRIPE82-0029_0006919,0.0
DR4_3_STRIPE82-0029_0007365,0.0
DR4_3_STRIPE82-0029_0008640,0.0
DR4_3_STRIPE82-0029_0009882,0.0
DR4_3_STRIPE82-0029_0010273,0.0
DR4_3_STRIPE82-0029_0011945,0.0
DR4_3_STRIPE82-0029_0012201,0.0
DR4_3_STRIPE82-0029_0012234,0.0
DR4_3_STRIPE82-0029_0012540,0.0
DR4_3_STRIPE82-0029_0013223,0.0
DR4_3_STRIPE82-0029_0013794,0.0
DR4_3_STRIPE82-0029_0014539,0.0
DR4_3_STRIPE82-0029_0015051,0.0
DR4_3_STRIPE82-0029_0015052,0.0
DR4_3_STRIPE82-0029_0015142,0.0
DR4_3_STRIPE82-0029_0015448,0.0
DR4_3_STRIPE82-0029_0015493,0.0
DR4_3_STRIPE82-0029_0016245,0.0
DR4_3_STRIPE82-0029_0016426,0.0
DR4_3_STRIPE82-0029_0016478,0.0
DR4_3_STRIPE82-0029_0016575,0.0
DR4_3_STRIPE82-0029_0016735,0.0
DR4_3_STRIPE82-0029_0017420,0.0
DR4_3_STRIPE82-0029_0017891,0.0
DR4_3_STRIPE82-0029_0019048,0.0
DR4_3_STRIPE82-0029_0019355,0.0
DR4_3_STRIPE82-0029_0020153,0.0
DR4_3_STRIPE82-0029_0025813,0.0
DR4_3_STRIPE82-0029_0026203,0.0
DR4_3_STRIPE82-0029_0028909,0.0
DR4_3_STRIPE82-0029_0016390,0.0
DR4_3_STRIPE82-0029_0027605,1.0
DR4_3_STRIPE82-0029_0017103,1.0
DR4_3_STRIPE82-0029_0017522,1.0
DR4_3_STRIPE82-0143_0013681,0.0
DR4_3_STRIPE82-0143_0009147,0.0
DR4_3_STRIPE82-0143_0013216,0.0
DR4_3_STRIPE82-0143_0014473,0.0
DR4_3_STRIPE82-0143_0016071,0.0
DR4_3_STRIPE82-0143_0017704,0.0
DR4_3_STRIPE82-0143_0017780,0.0
DR4_3_STRIPE82-0143_0018996,0.0
DR4_3_STRIPE82-0143_0020889,0.0
DR4_3_STRIPE82-0143_0022501,0.0
DR4_3_STRIPE82-0143_0022858,0.0
DR4_3_STRIPE82-0143_0010610,0.0
DR4_3_STRIPE82-0143_0003002,1.0
DR4_3_STRIPE82-0119_0058188,0.0
DR4_3_STRIPE82-0119_0060491,0.0
DR4_3_STRIPE82-0119_0062225,0.0
DR4_3_STRIPE82-0119_0062596,0.0
DR4_3_STRIPE82-0119_0063862,0.0
DR4_3_STRIPE82-0119_0065032,0.0
DR4_3_STRIPE82-0119_0066410,0.0
DR4_3_STRIPE82-0119_0068166,0.0
DR4_3_STRIPE82-0119_0070544,0.0
DR4_3_STRIPE82-0119_0072110,0.0
DR4_3_STRIPE82-0119_0072768,0.0
DR4_3_STRIPE82-0120_0000558,0.0
DR4_3_STRIPE82-0119_0060644,0.0
DR4_3_STRIPE82-0119_0069083,0.0
DR4_3_STRIPE82-0119_0061056,0.0
DR4_3_STRIPE82-0119_0062248,0.0
DR4_3_STRIPE82-0119_0062442,0.0
DR4_3_STRIPE82-0119_0066291,0.0
DR4_3_STRIPE82-0119_0066390,0.0
DR4_3_STRIPE82-0119_0060145,0.0
DR4_3_STRIPE82-0119_0058255,1.0
DR4_3_STRIPE82-0119_0060539,1.0
