ID,type,CHI2NU,Field_ID
DR4_3_STRIPE82-0021_0015062,0,1.17630238011578,5775_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0015134,0,1.14704508678747,5775_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0015147,0,1.14818101752725,6875_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0015759,0,1.15004241320185,5225_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0015776,0,1.51626933581739,4675_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0015909,0,1.14908421835527,3575_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0015995,0,1.15004241320185,5225_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0016250,0,1.21591704642285,7425_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0016477,0,1.15531918787507,7975_3025_STRIPE82-0021
DR4_3_STRIPE82-0021_0017008,0,1.16123615805153,6325_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0017300,0,1.17630238011578,5775_3575_STRIPE82-0021
DR4_3_STRIPE82-0021_0018054,0,1.16521225071766,5225_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0018414,0,1.15875363092016,4125_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0018607,0,1.16521225071766,5225_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0018760,0,1.18850191954488,7975_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0018764,0,1.16534855544582,4675_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0018845,0,1.14749158190057,9075_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0018884,0,1.16534855544582,4675_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0019386,0,1.15875363092016,4125_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0019980,0,1.16521225071766,5225_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0020002,0,1.16297690194167,4675_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0020081,0,1.16534855544582,4675_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0020107,0,1.32116989142534,7425_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0020268,0,1.16521225071766,5225_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0021348,0,1.16935699989185,1925_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0021565,0,1.27978456229852,6325_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0021733,0,1.15388331557691,3575_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0021833,0,1.16056847121364,4125_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0021862,0,2.3360792779148,4675_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0022088,0,1.27978456229852,6325_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0022103,0,1.24487197419345,7975_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0022302,0,1.15735983909825,5225_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0022490,0,1.24487197419345,7975_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0022600,0,1.16073999565522,6875_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0023142,0,1.40501492560522,5775_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0023248,0,1.26597609868108,3575_4675_STRIPE82-0021
DR4_3_STRIPE82-0021_0023684,0,1.1630846646937,2475_5225_STRIPE82-0021
DR4_3_STRIPE82-0021_0023747,0,1.85695888194079,7975_5225_STRIPE82-0021
DR4_3_STRIPE82-0021_0023844,0,1.13401719733492,4675_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0024532,0,1.15034318228318,5225_5225_STRIPE82-0021
DR4_3_STRIPE82-0021_0024562,0,1.14953235682063,3575_5225_STRIPE82-0021
DR4_3_STRIPE82-0021_0024845,0,1.16005521013844,7425_5225_STRIPE82-0021
DR4_3_STRIPE82-0021_0025729,0,1.19915096388071,1925_5225_STRIPE82-0021
DR4_3_STRIPE82-0021_0026005,0,1.27438976607256,4125_5225_STRIPE82-0021
DR4_3_STRIPE82-0021_0026659,0,1.16623676773935,3025_5775_STRIPE82-0021
DR4_3_STRIPE82-0021_0027154,0,1.1560806053473,5225_5775_STRIPE82-0021
DR4_3_STRIPE82-0021_0027418,0,1.15696417136103,6325_5775_STRIPE82-0021
DR4_3_STRIPE82-0021_0028103,0,1.16732730047728,2475_5775_STRIPE82-0021
DR4_3_STRIPE82-0021_0028807,0,1.1560806053473,5225_5775_STRIPE82-0021
DR4_3_STRIPE82-0021_0028819,0,1.47022740790005,4675_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0028902,0,1.16623676773935,3025_5775_STRIPE82-0021
DR4_3_STRIPE82-0021_0028973,0,1.15709097024476,4675_5775_STRIPE82-0021
DR4_3_STRIPE82-0021_0029011,0,1.15709097024476,4675_5775_STRIPE82-0021
DR4_3_STRIPE82-0021_0030191,0,1.19932149145879,2475_6325_STRIPE82-0021
DR4_3_STRIPE82-0021_0030368,0,1.97901097432241,4125_6325_STRIPE82-0021
DR4_3_STRIPE82-0021_0030606,0,1.15460685188212,3575_6325_STRIPE82-0021
DR4_3_STRIPE82-0021_0030692,0,1.15013304242944,3025_6325_STRIPE82-0021
DR4_3_STRIPE82-0021_0031102,0,1.97901097432241,4125_6325_STRIPE82-0021
DR4_3_STRIPE82-0021_0032603,0,1.47022740790005,4675_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0032706,0,1.154376749797,3025_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0032832,0,1.15489686755574,4125_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0033317,0,1.15489686755574,4125_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0033478,0,1.47022740790005,4675_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0033845,0,1.15489686755574,4125_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0034313,0,1.15489686755574,4125_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0035009,0,1.33522029969864,3025_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0035564,0,1.14972066216895,6325_9075_STRIPE82-0021
DR4_3_STRIPE82-0021_0035568,0,1.14972066216895,6325_9075_STRIPE82-0021
DR4_3_STRIPE82-0021_0035917,0,1.15984880577741,3025_9075_STRIPE82-0021
DR4_3_STRIPE82-0021_0037842,0,1.19706406894378,2475_8525_STRIPE82-0021
DR4_3_STRIPE82-0021_0038617,0,1.15626192380501,3575_8525_STRIPE82-0021
DR4_3_STRIPE82-0021_0038766,0,1.26498902477843,3575_7975_STRIPE82-0021
DR4_3_STRIPE82-0021_0039857,0,1.16274609116614,4675_8525_STRIPE82-0021
DR4_3_STRIPE82-0021_0040339,0,1.26498902477843,3575_7975_STRIPE82-0021
DR4_3_STRIPE82-0021_0040601,0,1.17851452587608,3025_7975_STRIPE82-0021
DR4_3_STRIPE82-0021_0040917,0,1.17447927637297,7975_7975_STRIPE82-0021
DR4_3_STRIPE82-0021_0041520,0,1.21283431611652,4125_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0041789,0,1.26498902477843,3575_7975_STRIPE82-0021
DR4_3_STRIPE82-0021_0042016,0,1.26498902477843,3575_7975_STRIPE82-0021
DR4_3_STRIPE82-0021_0042022,0,1.30250643880991,4675_7975_STRIPE82-0021
DR4_3_STRIPE82-0021_0042968,0,1.16255783432125,2475_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0043159,0,1.15016069512547,3575_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0043257,0,1.15016069512547,3575_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0043882,0,1.16255783432125,2475_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0044396,0,1.15904700317621,4125_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0044407,0,1.21283431611652,4125_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0044589,0,1.15016069512547,3575_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0045030,0,1.86312066137739,5225_10175_STRIPE82-0021
DR4_3_STRIPE82-0021_0045304,0,1.17217665996975,6875_9075_STRIPE82-0021
DR4_3_STRIPE82-0021_0045707,0,1.14590385553961,9075_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0046597,0,1.15489686755574,4125_6875_STRIPE82-0021
DR4_3_STRIPE82-0021_0046959,0,1.16188302491272,4125_8525_STRIPE82-0021
DR4_3_STRIPE82-0021_0047499,0,1.16585386970329,7425_9625_STRIPE82-0021
DR4_3_STRIPE82-0021_0047531,0,1.15342110662225,4675_9625_STRIPE82-0021
DR4_3_STRIPE82-0021_0047721,0,1.16256781787897,4675_9625_STRIPE82-0021
DR4_3_STRIPE82-0021_0048577,0,1.15076462013197,5775_9625_STRIPE82-0021
DR4_3_STRIPE82-0021_0048969,0,1.15768684613012,6875_9625_STRIPE82-0021
DR4_3_STRIPE82-0021_0049348,0,1.15982095477251,4675_9075_STRIPE82-0021
DR4_3_STRIPE82-0022_0001220,0,1.46454155529951,5775_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0001409,0,1.46454155529951,5775_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0002436,0,1.20842126010915,7975_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0002470,0,1.46454155529951,5775_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0002471,0,1.1677669147436,6875_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0002851,0,1.57035629986902,4125_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0003145,0,1.14039501246901,4125_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0004557,0,1.1580341357667,7425_2475_STRIPE82-0022
DR4_3_STRIPE82-0022_0005930,0,1.1712451367075,4675_2475_STRIPE82-0022
DR4_3_STRIPE82-0022_0006062,0,1.1569001943857,6325_2475_STRIPE82-0022
DR4_3_STRIPE82-0022_0006665,0,1.15493843958229,5775_2475_STRIPE82-0022
DR4_3_STRIPE82-0022_0007205,0,1.17906602769484,6325_3025_STRIPE82-0022
DR4_3_STRIPE82-0023_0013290,0,34.9875718509852,10725_3575_STRIPE82-0023
DR4_3_STRIPE82-0023_0018960,0,1.15629378126375,9625_4675_STRIPE82-0023
DR4_3_STRIPE82-0023_0036436,0,35.800418863805,10725_8525_STRIPE82-0023
DR4_3_STRIPE82-0023_0037110,0,35.800418863805,10725_8525_STRIPE82-0023
DR4_3_STRIPE82-0023_0038953,0,1.15408222935444,10175_8525_STRIPE82-0023
DR4_3_STRIPE82-0022_0002767,0,1.15032116391881,6325_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0002654,0,1.18369741927836,6325_1375_STRIPE82-0022
DR4_3_STRIPE82-0022_0003292,0,1.15173067038016,6325_1925_STRIPE82-0022
DR4_3_STRIPE82-0021_0019188,0,1.14619543674061,6875_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0008815,0,1.15041995732731,9075_2475_STRIPE82-0021
DR4_3_STRIPE82-0019_0020610,1,28.381711514248,1375_5775_STRIPE82-0019
DR4_3_STRIPE82-0021_0006200,1,1.14602347641259,5775_1925_STRIPE82-0021
DR4_3_STRIPE82-0021_0011708,1,1.14323856093815,3575_2475_STRIPE82-0021
DR4_3_STRIPE82-0021_0012076,1,1.20335180985809,5775_2475_STRIPE82-0021
DR4_3_STRIPE82-0021_0016813,1,1.15636899460157,2475_3025_STRIPE82-0021
DR4_3_STRIPE82-0021_0043620,1,1.74683088815354,5775_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0043260,1,1.15016069512547,3575_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0041911,1,1.17012436393856,5775_7975_STRIPE82-0021
DR4_3_STRIPE82-0021_0042361,1,1.15386851697091,6325_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0042538,1,1.15386851697091,6325_7425_STRIPE82-0021
DR4_3_STRIPE82-0021_0018438,1,1.14619543674061,6875_4125_STRIPE82-0021
DR4_3_STRIPE82-0021_0020883,1,1.14619543674061,6875_4125_STRIPE82-0021
DR4_3_STRIPE82-0027_0036405,0,1.15910457350663,1375_9075_STRIPE82-0027
DR4_3_STRIPE82-0027_0040486,0,1.38807778554363,2475_10175_STRIPE82-0027
DR4_3_STRIPE82-0027_0040861,0,1.38807778554363,2475_10175_STRIPE82-0027
DR4_3_STRIPE82-0027_0041193,0,1.18185968512259,3025_9075_STRIPE82-0027
DR4_3_STRIPE82-0027_0043128,0,1.43829976199164,3025_10175_STRIPE82-0027
DR4_3_STRIPE82-0027_0044100,0,1.15486680753898,6325_9075_STRIPE82-0027
DR4_3_STRIPE82-0027_0044840,0,1.16835353452234,3575_9625_STRIPE82-0027
DR4_3_STRIPE82-0027_0045048,0,1.16835353452234,3575_9625_STRIPE82-0027
DR4_3_STRIPE82-0027_0045472,0,1.35749398143367,3025_9625_STRIPE82-0027
DR4_3_STRIPE82-0028_0001477,0,1.53142268318488,2475_1375_STRIPE82-0028
DR4_3_STRIPE82-0028_0001779,0,1.15087713495834,7425_1375_STRIPE82-0028
DR4_3_STRIPE82-0028_0001854,0,1.53142268318488,2475_1375_STRIPE82-0028
DR4_3_STRIPE82-0028_0002129,0,1.53142268318488,2475_1375_STRIPE82-0028
DR4_3_STRIPE82-0028_0002203,0,1.20507407491487,3575_1375_STRIPE82-0028
DR4_3_STRIPE82-0028_0002293,0,1.15087713495834,7425_1375_STRIPE82-0028
DR4_3_STRIPE82-0028_0002496,0,1.13860937013672,1375_1375_STRIPE82-0028
DR4_3_STRIPE82-0028_0002769,0,1.53142268318488,2475_1375_STRIPE82-0028
DR4_3_STRIPE82-0028_0003430,0,1.14111926631682,4125_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0003514,0,1.14962597333893,3575_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0003557,0,1.15011242483998,2475_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0004309,0,1.15011242483998,2475_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0004450,0,1.16296546113533,5775_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0004810,0,1.15011242483998,2475_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0004828,0,1.1457054137842,6875_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0004910,0,1.14728732293264,6325_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0005047,0,1.14514791303339,1925_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0005290,0,1.15167203102672,4125_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0005855,0,1.16610659422781,4675_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0005911,0,1.13966548467313,4675_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0005939,0,1.14643142089709,5225_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006086,0,1.14529087965701,3025_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006223,0,1.15167203102672,4125_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006257,0,1.14333382440287,3575_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006269,0,1.14529087965701,3025_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006309,0,1.14529087965701,3025_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006392,0,1.15167203102672,4125_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006491,0,1.15533168290136,3575_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006621,0,1.14529087965701,3025_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0007048,0,1.15857597564073,2475_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0007165,0,1.14529087965701,3025_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0007506,0,1.14529087965701,3025_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0007626,0,1.16147751173309,3575_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0007721,0,1.55166347955261,3025_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0007737,0,1.14335381432295,2475_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008048,0,1.14627935873724,3575_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008070,0,1.55166347955261,3025_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008172,0,1.14660378594444,2475_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008183,0,1.14660378594444,2475_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008296,0,1.14660378594444,2475_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008391,0,1.55166347955261,3025_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008451,0,1.55166347955261,3025_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008557,0,1.22670673270403,5225_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008629,0,1.55166347955261,3025_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008643,0,1.16147751173309,3575_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0008735,0,1.14660378594444,2475_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0009203,0,1.15184694589175,4125_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0009333,0,1.14228367692484,1925_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0010118,0,1.17476701680646,4675_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0010422,0,1.14760085075505,3575_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0010719,0,1.15350186983611,1375_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0010895,0,1.14945996887344,5775_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0010976,0,1.16484907110336,8525_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0011070,0,1.15804736263797,4125_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0011132,0,1.14606236882498,3025_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0011405,0,1.14606236882498,3025_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0011472,0,1.14945996887344,5775_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0011548,0,1.14871237931329,5225_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0011905,0,1.14760085075505,3575_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0012749,0,1.27861113646125,4125_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0012807,0,1.63805684911386,3575_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0013007,0,1.27861113646125,4125_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0013193,0,1.16347138494138,3025_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0013226,0,1.16347138494138,3025_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0013284,0,1.14760085075505,3575_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0013394,0,1.16119141748715,5775_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0013942,0,1.63805684911386,3575_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0013993,0,1.15689745743241,2475_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0014285,0,1.15266957874571,4125_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0014357,0,1.15492367467882,4125_4675_STRIPE82-0028
DR4_3_STRIPE82-0028_0014437,0,1.14597032765508,3575_4675_STRIPE82-0028
DR4_3_STRIPE82-0028_0014684,0,1.63805684911386,3575_4125_STRIPE82-0028
DR4_3_STRIPE82-0028_0014857,0,1.58873644302097,3575_4675_STRIPE82-0028
DR4_3_STRIPE82-0028_0014926,0,1.25100408746469,4125_4675_STRIPE82-0028
DR4_3_STRIPE82-0028_0015376,0,1.1477094961717,5225_4675_STRIPE82-0028
DR4_3_STRIPE82-0028_0015469,0,1.16501332794649,3025_4675_STRIPE82-0028
DR4_3_STRIPE82-0028_0015717,0,1.16501332794649,3025_4675_STRIPE82-0028
DR4_3_STRIPE82-0028_0016601,0,4.42414251041981,3575_5225_STRIPE82-0028
DR4_3_STRIPE82-0028_0016692,0,1.14799861280805,3575_5225_STRIPE82-0028
DR4_3_STRIPE82-0028_0017086,0,1.14799861280805,3575_5225_STRIPE82-0028
DR4_3_STRIPE82-0028_0018005,0,1.16469744948749,4125_5225_STRIPE82-0028
DR4_3_STRIPE82-0028_0018488,0,1.17113513040367,3025_5225_STRIPE82-0028
DR4_3_STRIPE82-0028_0018656,0,1.14585021675686,4675_5225_STRIPE82-0028
DR4_3_STRIPE82-0028_0018930,0,1.91100952061368,1925_5225_STRIPE82-0028
DR4_3_STRIPE82-0028_0019007,0,1.13617056785267,3575_5225_STRIPE82-0028
DR4_3_STRIPE82-0028_0019536,0,1.1660536303908,3025_5775_STRIPE82-0028
DR4_3_STRIPE82-0028_0019802,0,1.15413008841916,2475_5775_STRIPE82-0028
DR4_3_STRIPE82-0028_0019833,0,1.1544468265694,3575_5775_STRIPE82-0028
DR4_3_STRIPE82-0028_0019890,0,1.1868711214606,1925_5775_STRIPE82-0028
DR4_3_STRIPE82-0028_0024754,0,1.16790611853468,1925_6875_STRIPE82-0028
DR4_3_STRIPE82-0028_0025519,0,1.45092020600851,5775_7425_STRIPE82-0028
DR4_3_STRIPE82-0028_0026562,0,1.13514101257394,3575_7425_STRIPE82-0028
DR4_3_STRIPE82-0028_0027534,0,1.23407984037745,1925_7425_STRIPE82-0028
DR4_3_STRIPE82-0030_0002158,0,1.51008117013429,9625_1375_STRIPE82-0030
DR4_3_STRIPE82-0030_0005106,0,1.15340165666254,9625_1925_STRIPE82-0030
DR4_3_STRIPE82-0030_0019790,0,1.17724860305646,10175_4125_STRIPE82-0030
DR4_3_STRIPE82-0030_0020577,0,1.38556069436505,9625_4675_STRIPE82-0030
DR4_3_STRIPE82-0030_0023375,0,1.15989733800936,10175_5225_STRIPE82-0030
DR4_3_STRIPE82-0030_0028993,0,1.43595004885932,9625_5775_STRIPE82-0030
DR4_3_STRIPE82-0030_0029821,0,1.45663021870263,10175_5775_STRIPE82-0030
DR4_3_STRIPE82-0028_0007084,0,1.1477613782796,3575_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006405,0,6.3370937989101,1925_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006599,0,6.3370937989101,1925_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0006609,0,6.3370937989101,1925_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0005383,0,1.15857597564073,2475_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0004366,0,1.14016763867743,3025_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0004871,0,1.14016763867743,3025_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0005358,0,1.14016763867743,3025_1925_STRIPE82-0028
DR4_3_STRIPE82-0028_0009114,0,1.55166347955261,3025_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0009844,1,6.42804361661582,1925_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0010002,1,6.42804361661582,1925_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0010867,1,6.42804361661582,1925_3575_STRIPE82-0028
DR4_3_STRIPE82-0028_0021673,1,1.15898381919481,4675_5775_STRIPE82-0028
DR4_3_STRIPE82-0027_0042814,1,61.1978025148847,1375_10175_STRIPE82-0027
DR4_3_STRIPE82-0027_0043328,1,61.1978025148847,1375_10175_STRIPE82-0027
DR4_3_STRIPE82-0028_0006900,1,1.14333382440287,3575_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0007287,1,1.14333382440287,3575_2475_STRIPE82-0028
DR4_3_STRIPE82-0028_0009120,1,1.55166347955261,3025_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0009274,1,1.55166347955261,3025_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0007782,1,1.16147751173309,3575_3025_STRIPE82-0028
DR4_3_STRIPE82-0028_0009958,1,1.14871237931329,5225_3575_STRIPE82-0028
DR4_3_STRIPE82-0073_0018866,2,1.13899764615419,2475_6325_STRIPE82-0073
DR4_3_STRIPE82-0073_0030113,2,298.013630980366,5775_10175_STRIPE82-0073
DR4_3_STRIPE82-0073_0014377,0,1.15156338337082,1375_4125_STRIPE82-0073
DR4_3_STRIPE82-0073_0014548,0,1.15218162047382,1925_4125_STRIPE82-0073
DR4_3_STRIPE82-0073_0014860,0,1.15218162047382,1925_4125_STRIPE82-0073
DR4_3_STRIPE82-0073_0018291,0,1.92297985343463,5775_5225_STRIPE82-0073
DR4_3_STRIPE82-0073_0018680,0,1.20098999996159,2475_5225_STRIPE82-0073
DR4_3_STRIPE82-0073_0020191,0,1.21523365500134,825_5225_STRIPE82-0073
DR4_3_STRIPE82-0073_0020881,0,1.14447504335682,1925_5775_STRIPE82-0073
DR4_3_STRIPE82-0073_0021318,0,1.14447504335682,1925_5775_STRIPE82-0073
DR4_3_STRIPE82-0073_0021671,0,1.14447504335682,1925_5775_STRIPE82-0073
